,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
1119,31464904,The role of grade of injury in non-operative management of blunt hepatic and splenic trauma: Case series from a multicenter experience.,oa_package/3a/5f/PMC6736468.tar.gz,Medicine (Baltimore). 2019 Aug 30; 98(35):e16746,PMC6736468,10/2/2019 20:19,CC BY-NC-ND
1130,31223368,[Pancreatic pseudocyst in children: about 7 cases].,oa_package/8e/e6/PMC6560979.tar.gz,Pan Afr Med J. 2019 Feb 12; 32:77,PMC6560979,6/22/2019 22:56,CC BY
1141,31145320,"Gluteal, abdominal, and thoracic multiple impalement injuries: A case report on management of a complex polytrauma.",oa_package/0c/1d/PMC6709277.tar.gz,Medicine (Baltimore). 2019 May 31; 98(22):e15824,PMC6709277,10/1/2019 20:34,CC BY-NC
1145,30178773,Diagnostic laparoscopy or selective non-operative management for stable patients with penetrating abdominal trauma: What to choose?,oa_package/2a/35/PMC6438062.tar.gz,J Minim Access Surg. 2019 Apr-Jun; 15(2):130-136,PMC6438062,4/12/2019 20:19,CC BY-NC-SA
1152,29192371,Management of horizontal duodenal perforation: a report of three cases and review of literature.,oa_package/fb/9e/PMC5709259.tar.gz,Surg Case Rep. 2017 Dec 1; 3:119,PMC5709259,12/7/2017 19:08,CC BY
1154,31172061,Jejunal Perforation Following Blunt Abdominal Trauma; a Case Report.,oa_package/5e/80/PMC6548091.tar.gz,Adv J Emerg Med. 2017 Oct 29; 1(1):e9,PMC6548091,6/8/2019 20:17,CC BY-NC
1160,32440329,Efficacy of new scoring system for diagnosis of abdominal injury after blunt abdominal trauma in patients referred to emergency department.,oa_package/85/0d/PMC7229823.tar.gz,J Surg Case Rep. 2020 May 15; 2020(5):rjaa031,PMC7229823,5/23/2020 22:56,CC BY-NC
1163,31597909,Duodenal Rupture after Blunt Abdominal Trauma by Bicycle Handlebar: Case Report and Literature Review.,oa_package/ab/44/PMC6796193.tar.gz,Am J Case Rep. 2019 Oct 10; 20:1492-1496,PMC6796193,10/31/2019 20:21,CC BY-NC-ND
1166,31467588,Traumatic esophageal perforation in Puerto Rico Trauma Hospital: A case-series.,oa_package/7f/2a/PMC6712638.tar.gz,World J Emerg Surg. 2019 Aug 27; 14:43,PMC6712638,8/31/2019 22:56,CC BY
1167,31316769,Comparison of ultrasound and physical examination with computerized tomography in patients with blunt abdominal trauma.,oa_package/ef/c3/PMC6611994.tar.gz,Ann Med Surg (Lond). 2019 Jun 28; 44:62-67,PMC6611994,7/31/2019 12:56,CC BY
1168,31297351,The Role of Laparoscopy in Abdominal Trauma: A 10-Year Review.,oa_package/b0/e5/PMC6609417.tar.gz,Ann Surg Treat Res. 2019 Jul 26; 97(1):36-40,PMC6609417,7/13/2019 20:56,CC BY-NC
1180,31169697,Analysis of the use of upright abdominal radiography for evaluating intestinal perforations in handlebar traumas: Three case reports.,oa_package/fa/52/PMC6571247.tar.gz,Medicine (Baltimore). 2019 Jun 7; 98(23):e15889,PMC6571247,7/22/2019 20:23,CC BY-NC
1182,27672268,New devices and techniques for endoscopic closure of gastrointestinal perforations.,oa_package/52/8f/PMC5011661.tar.gz,World J Gastroenterol. 2016 Sep 7; 22(33):7453-7462,PMC5011661,9/28/2016 18:25,CC BY-NC
1183,29776837,Evaluation of massive transfusion protocol practices by type of trauma at a level I trauma center.,oa_package/5e/a7/PMC6235793.tar.gz,Chin J Traumatol. 2018 Oct 18; 21(5):261-266,PMC6235793,11/21/2018 19:19,CC BY-NC-ND
1189,26566511,Correlation Between Intra-Abdominal Free Fluid and Solid Organ Injury in Blunt Abdominal Trauma.,oa_package/71/c3/PMC4636749.tar.gz,Arch Trauma Res. 2015 Aug 29; 4(3):e29184,PMC4636749,11/14/2015 18:24,CC BY-NC
1202,32432171,Serial hemoglobin monitoring in adult patients with blunt solid organ injury: less is more.,oa_package/60/17/PMC7232739.tar.gz,Trauma Surg Acute Care Open. 2020 May 14; 5(1):e000446,PMC7232739,5/22/2020 20:37,CC BY-NC
1214,29277157,Isolated unilateral adrenal gland hemorrhage following motor vehicle collision: a case report and review of the literature.,oa_package/aa/a6/PMC5742871.tar.gz,J Med Case Rep. 2017 Dec 26; 11:358,PMC5742871,1/3/2018 19:08,CC BY
1216,31411276,Serum levels of NLRP3 and HMGB-1 are associated with the prognosis of patients with severe blunt abdominal trauma.,oa_package/50/f3/PMC6683302.tar.gz,Clinics (Sao Paulo). 2019 Aug 6; 74:e729,PMC6683302,9/16/2019 20:23,CC BY
1227,17659093,Vasopressin improves survival in a porcine model of abdominal vascular injury.,oa_package/d1/92/PMC2206489.tar.gz,Crit Care. 2007 Jul 23; 11(4):R81,PMC2206489,12/24/2010 13:22,CC BY
1229,31896740,Traumatic Diaphragmatic Rupture with Transthoracic Organ Herniation: A Case Report and Review of Literature.,oa_package/3d/c4/PMC6977640.tar.gz,Am J Case Rep. 2020 Jan 3; 21:e919442-1-e919442-7,PMC6977640,2/3/2020 19:21,CC BY-NC-ND
1230,31151177,Mechanical Response of Porcine Liver Tissue under High Strain Rate Compression.,oa_package/f3/99/PMC6630843.tar.gz,Bioengineering (Basel). 2019 May 30; 6(2):49,PMC6630843,8/19/2019 20:22,CC BY
1232,31592319,Review of pediatric abdominal trauma: operative and non-operative treatment in combined adult and pediatric trauma center.,oa_package/c2/4a/PMC6773634.tar.gz,Acute Med Surg. 2019 Apr 7; 6(4):358-364,PMC6773634,10/9/2019 18:56,CC BY-NC
1235,30847535,Severe blunt trauma in Finland and Estonia: comparison of two regional trauma repositories.,oa_package/8f/af/PMC7223228.tar.gz,Eur J Trauma Emerg Surg. 2020 Jan 5; 46(2):371-376,PMC7223228,5/15/2020 20:36,NO-CC CODE
1243,30594164,Seatbelt use and risk of major injuries sustained by vehicle occupants during motor-vehicle crashes: a systematic review and meta-analysis of cohort studies.,oa_package/49/19/PMC6310927.tar.gz,BMC Public Health. 2018 Dec 29; 18:1413,PMC6310927,1/7/2019 19:22,CC BY
1245,28292046,[Assessment of concomitant floating knees injuries severity].,oa_package/dd/02/PMC5324143.tar.gz,Pan Afr Med J. 2016 Oct 17; 25:83,PMC5324143,3/16/2017 1:58,CC BY
1246,14731306,Emergency department spirometric volume and base deficit delineate risk for torso injury in stable patients.,oa_package/63/2a/PMC343284.tar.gz,BMC Surg. 2004 Jan 19; 4:3,PMC343284,12/22/2010 13:27,NO-CC CODE
1257,23799905,Survival benefit of helicopter emergency medical services compared to ground emergency medical services in traumatized patients.,oa_package/05/61/PMC4056624.tar.gz,Crit Care. 2013 Jun 21; 17(3):R124,PMC4056624,12/28/2018 19:18,CC BY
1265,17531089,Absidia Corymbifera in an immune competent accident victim with multiple abdominal injuries: case report.,oa_package/0e/b6/PMC1891108.tar.gz,BMC Infect Dis. 2007 May 25; 7:46,PMC1891108,8/29/2007 7:12,CC BY
1267,30637050,"[Abdominal gunshot wounds: experiences in the Emergency Department at the Hassan II University Hospital in Fes, Morocco].",oa_package/e8/9c/PMC6317401.tar.gz,Pan Afr Med J. 2018 Aug 8; 30:265,PMC6317401,1/15/2019 19:56,CC BY
1269,29187916,"[Epidemiological, clinical and therapeutic aspects of blunt abdominal trauma in patients undergoing surgery at the General Hospital of National Reference of N'Djamena, Chad: about 49 cases].",oa_package/4c/c7/PMC5702550.tar.gz,Pan Afr Med J. 2017 Jan 31; 26:50,PMC5702550,12/1/2017 18:19,CC BY
1272,29449198,A Rare Colonization in Peritoneum After Blunt Abdominal Trauma: <i>S. putrefaciens</i> and <i>S. cerevisiae</i>,oa_package/f6/70/PMC6060978.tar.gz,Balkan Med J. 2018 Jul 24; 35(4):333-335,PMC6060978,7/27/2018 20:08,CC BY
1276,12689344,The course of traumatic pancreatitis in a patient with pancreas divisum: a case report.,oa_package/72/85/PMC153522.tar.gz,BMC Gastroenterol. 2003 Mar 14; 3:4,PMC153522,3/20/2013 9:53,NO-CC CODE
1280,20398307,A decade of experience with injuries to the gallbladder.,oa_package/24/63/PMC2861011.tar.gz,J Trauma Manag Outcomes. 2010 Apr 15; 4:3,PMC2861011,4/3/2013 17:46,CC BY
1281,27523885,The marriage of surgical simulation and telementoring for damage-control surgical training of operational first responders: A pilot study.,oa_package/e0/2b/PMC4983783.tar.gz,Crit Care. 2016 Aug 15; 20:227,PMC4983783,8/16/2016 20:46,CC BY
1282,26422331,The use of Modified Early Warning Score may help anesthesists in postoperative level of care selection in emergency abdominal surgery.,oa_package/7e/cd/PMC4623848.tar.gz,J Trauma Acute Care Surg. 2015 Nov 29; 79(5):741-747,PMC4623848,11/30/2015 19:07,NO-CC CODE
1283,26064688,Peritoneal Breach as an Indication for Exploratory Laparotomy in Penetrating Abdominal Stab Injury: Operative Findings in Haemodynamically Stable Patients.,oa_package/ee/17/PMC4443889.tar.gz,Emerg Med Int. 2015 May 12; 2015:407173,PMC4443889,5/31/2017 17:18,CC BY
1290,28596799,The rate of success of the conservative management of liver trauma in a developing country.,oa_package/1e/0b/PMC5463417.tar.gz,World J Emerg Surg. 2017 Jun 7; 12:24,PMC5463417,6/10/2017 21:21,CC BY
1294,22454826,"Incidence, patterns, and factors predicting mortality of abdominal injuries in trauma patients.",oa_package/d8/39/PMC3309620.tar.gz,N Am J Med Sci. 2012 Mar; 4(3):129-134,PMC3309620,3/29/2012 14:33,CC BY-NC-SA
1299,30834422,Surgical site infections after trauma laparotomy. An observational study from a major trauma center in Saudi Arabia.,oa_package/1e/e5/PMC6468209.tar.gz,Saudi Med J. 2019 Mar; 40(3):266-270,PMC6468209,5/1/2019 20:20,CC BY-NC-SA
1302,30577040,Prevalence of and Risk Factors for Abdominal Bleeding in Patients with External Duodenal Fistula.,oa_package/b4/ab/PMC6320650.tar.gz,Med Sci Monit. 2018 Dec 21; 24:9317-9323,PMC6320650,1/24/2019 19:19,CC BY-NC-ND
1303,29382004,Acute superior mesenteric vein thrombosis associated with abdominal trauma: A rare case report and literature review.,oa_package/b6/d7/PMC5709003.tar.gz,Medicine (Baltimore). 2017 Nov 27; 96(47):e8863,PMC5709003,2/1/2018 17:38,CC BY-NC-ND
1306,29201840,Epidemiology and Risk Factors for Bicycle-Related Severe Head Injury: A Single Center Experience.,oa_package/cf/d0/PMC5702764.tar.gz,Korean J Neurotrauma. 2017 Oct 31; 13(2):90-95,PMC5702764,12/5/2017 18:40,CC BY-NC
1307,28771618,Proton pump inhibitor therapy did not increase the prevalence of small-bowel injury: A propensity-matched analysis.,oa_package/77/01/PMC5542471.tar.gz,PLoS One. 2017 Aug 3; 12(8):e0182586,PMC5542471,8/12/2017 20:07,CC BY
1311,28286841,Diagnostic Accuracy of Abdominal wall Ultrasonography and Local Wound Exploration in Predicting the Need for Laparotomy following Stab Wound.,oa_package/17/27/PMC5325904.tar.gz,Emerg (Tehran). 2017 Jan 11; 5(1):e34,PMC5325904,2/13/2019 17:56,CC BY
1312,24693231,Rollover car crashes with ejection: a deadly combination--an analysis of 719 patients.,oa_package/1e/70/PMC3947784.tar.gz,ScientificWorldJournal. 2014 Feb 16; 2014:250540,PMC3947784,7/10/2017 18:35,CC BY
1313,30357467,"Epidemiology of Trauma Patients from the Mosul Offensive, 2016-2017: Results from a Dedicated Trauma Center in Erbil, Iraqi Kurdistan.",oa_package/19/c5/PMC6329836.tar.gz,World J Surg. 2019 Oct 24; 43(2):368-373,PMC6329836,1/25/2019 19:19,CC BY
1314,28910356,Avoiding delayed diagnosis of significant blunt bowel and mesenteric injuries: Can a scoring tool make the difference? A 7-year retrospective cohort study.,oa_package/3c/7d/PMC5599007.tar.gz,PLoS One. 2017 Sep 14; 12(9):e0184690,PMC5599007,1/15/2019 7:56,CC BY
1320,28210364,Modeling Acinetobacter baumannii wound infections: The critical role of iron.,oa_package/9d/f1/PMC5305137.tar.gz,West J Emerg Med. 2017 Feb 19; 18(2):270-280,PMC5305137,2/18/2017 19:53,CC BY
1321,26324090,Thermosensitive hydrogel containing dexamethasone micelles for preventing postsurgical adhesion in a repeated-injury model.,oa_package/5f/c3/PMC4555101.tar.gz,Sci Rep. 2015 Sep 1; 5:13553,PMC4555101,2/3/2016 21:13,CC BY
1322,28886723,Diagnostic accuracy of contrast enhanced ultrasound in patients with blunt abdominal trauma presenting to the emergency department: a systematic review and meta-analysis.,oa_package/b2/13/PMC5591494.tar.gz,J Med Case Rep. 2017 Sep 9; 11:217,PMC5591494,2/8/2018 12:43,CC BY
1341,31245612,Damage control or definitive repair? A retrospective review of abdominal trauma at a major trauma center in South Africa.,oa_package/bd/5c/PMC6560474.tar.gz,Trauma Surg Acute Care Open. 2019 Apr 16; 4(1):e000235,PMC6560474,5/7/2020 20:37,CC BY-NC
1357,29302507,Blunt Trauma Pancreas in Children: Is Non-Operative Management Appropriate for All Grades?,oa_package/71/7f/PMC5750380.tar.gz,Pediatr Gastroenterol Hepatol Nutr. 2017 Dec 22; 20(4):252-258,PMC5750380,1/6/2018 19:11,CC BY-NC
1366,28553135,Impact of different analgesic depths and abdominal trauma of different severities on stress and recovery of rats undergoing total intravenous anesthesia.,oa_package/25/52/PMC5439989.tar.gz,J Pain Res. 2017 May 12; 10:1143-1153,PMC5439989,5/30/2017 23:51,CC BY-NC
1371,26170533,Induced Hypothermia Does Not Harm Hemodynamics after Polytrauma: A Porcine Model.,oa_package/17/7a/PMC4481088.tar.gz,Mediators Inflamm. 2015 Jun 11; 2015:829195,PMC4481088,6/27/2017 14:46,CC BY
1388,32211187,Risk factors and management of different types of biliary injuries in blunt abdominal trauma: Single-center retrospective cohort study.,oa_package/48/27/PMC7082429.tar.gz,Ann Med Surg (Lond). 2020 Mar 10; 52:36-43,PMC7082429,3/27/2020 18:56,CC BY
1399,27547477,Factors Affecting Morbidity in Solid Organ Injuries.,oa_package/f1/1f/PMC4980506.tar.gz,Case Rep Emerg Med. 2016 Jul 28; 2016:4521827,PMC4980506,5/16/2017 9:50,CC BY
1400,28356878,Cardiac Troponin I is Increased in Patients with Polytrauma and Chest or Head Trauma. Results of A Retrospective Case-Control Study.,oa_package/de/b7/PMC5346805.tar.gz,J Med Biochem. 2016 Sep 6; 35(3):275-281,PMC5346805,1/8/2019 23:56,CC BY-NC-ND
1410,26701844,Induced Hypothermia Does Not Harm Hemodynamics after Polytrauma: A Porcine Model.,oa_package/32/2a/PMC4756096.tar.gz,Int J Surg Case Rep. 2015 Dec 7; 19:8-10,PMC4756096,3/2/2016 19:20,CC BY-NC-ND
1412,25902845,Determinants of Successful Non-Operative Management of Intra- Peritoneal Bleeding Following Blunt Abdominal Trauma.,oa_package/b5/3b/PMC4407295.tar.gz,J Med Case Rep. 2015 Apr 18; 9:84,PMC4407295,4/24/2015 14:47,CC BY
1414,24731406,Management and treatment of liver injury in children.,oa_package/05/48/PMC3999505.tar.gz,World J Emerg Surg. 2014 Apr 15; 9:28,PMC3999505,10/14/2014 5:40,CC BY
1416,32131858,"Single segment of spleen autotransplantation, after splenectomy for trauma, can restore splenic functions.",oa_package/6a/ad/PMC7057566.tar.gz,World J Emerg Surg. 2020 Mar 4; 15:17,PMC7057566,3/18/2020 12:56,CC BY
1425,30100769,"Epidemiology, prognostic factors, and outcome of trauma patients admitted in a Brazilian intensive care unit.",oa_package/c3/b5/PMC6067629.tar.gz,Open Access Emerg Med. 2018 Jul 27; 10:81-88,PMC6067629,8/14/2018 20:01,CC BY-NC
1430,26870155,Study of the occurrence of intra-abdominal hypertension and abdominal compartment syndrome in patients of blunt abdominal trauma and its correlation with the clinical outcome in the above patients.,oa_package/b0/7a/PMC4750285.tar.gz,World J Emerg Surg. 2016 Feb 11; 11:9,PMC4750285,2/13/2016 18:44,CC BY
1436,17634139,Delayed presentation of an isolated gallbladder rupture following blunt abdominal trauma: a case report.,oa_package/a8/f8/PMC1936994.tar.gz,J Med Case Reports. 2007 Jul 16; 1:52,PMC1936994,12/12/2008 19:29,CC BY
1442,30728345,Spontaneous Rectus Sheath Hematoma: An Uncommon Cause of Acute Abdominal Pain.,oa_package/10/f7/PMC6375283.tar.gz,Am J Case Rep. 2019 Feb 7; 20:163-166,PMC6375283,2/17/2019 19:18,CC BY-NC-ND
1452,32489892,Page kidney phenomenon in kidney allograft following abdominal trauma.,oa_package/d2/ee/PMC7260421.tar.gz,Urol Case Rep. 2020 May 23; 32:101274,PMC7260421,6/4/2020 20:37,CC BY-NC-ND
1458,32480329,Conservative management of complete traumatic pancreatic body transection; A case report.,oa_package/84/5e/PMC7262372.tar.gz,Int J Surg Case Rep. 2020 May 21; 71:222-224,PMC7262372,6/3/2020 0:56,CC BY
1466,32419891,Isolated duodenal injury following blunt abdominal trauma.,oa_package/4e/5d/PMC7215108.tar.gz,Radiol Case Rep. 2020 May 7; 15(7):939-942,PMC7215108,5/20/2020 0:56,CC BY-NC-ND
1472,32417739,Three-year-old traumatic liver injury patient treated successfully using transcatheter arterial embolization.,oa_package/43/c0/PMC7229414.tar.gz,Int J Surg Case Rep. 2020 May 11; 70:205-208,PMC7229414,5/20/2020 20:36,CC BY
1484,32301443,Splenosis of the Mesoappendix with Acute Appendicitis: A Case Report.,oa_package/23/0d/PMC7194463.tar.gz,Am J Case Rep. 2020 Apr 17; 21:e921685-1-e921685-6,PMC7194463,5/4/2020 20:38,CC BY-NC-ND
1487,31966909,Intrahepatic and intra-abdominal splenosis: A case report and review of literature.,oa_package/3e/5e/PMC6960294.tar.gz,World J Hepatol. 2019 Dec 27; 11(12):773-779,PMC6960294,1/23/2020 19:17,CC BY-NC
1490,31900381,Delayed Rupture of a Normal Appearing Spleen After Trauma: Is Our Knowledge Enough? Two Case Reports.,oa_package/37/1e/PMC6977625.tar.gz,Am J Case Rep. 2020 Jan 4; 21:e919617-1-e919617-9,PMC6977625,2/3/2020 19:21,CC BY-NC-ND
1506,31898753,Laceration of the transverse mesocolon in an old man with a habit of abdominal massage for constipation: a case report.,oa_package/4a/79/PMC6940404.tar.gz,Surg Case Rep. 2020 Jan 2; 6:1,PMC6940404,1/14/2020 19:18,CC BY
1519,31788151,Spontaneous rectus sheath hematoma associated with warfarin administration: a case report.,oa_package/05/21/PMC6877920.tar.gz,J Rural Med. 2019 Nov 20; 14(2):245-248,PMC6877920,12/4/2019 17:56,CC BY-NC-ND
1521,31689759,Spontaneous rupture of solid pseudopapillary tumor of pancreas: A case report and review of literature.,oa_package/9d/8a/PMC6946308.tar.gz,Medicine (Baltimore). 2019 Nov 1; 98(44):e17554,PMC6946308,1/31/2020 19:22,CC BY
1529,31681541,Emergency Focused Assessment with Sonography in Blunt Trauma Abdomen.,oa_package/af/f1/PMC6822327.tar.gz,Int J Appl Basic Med Res. 2019 Oct 11 Oct-Dec; 9(4):193-196,PMC6822327,11/5/2019 21:56,CC BY-NC-SA
1532,31656709,A Rare Case Report of Biloma After Cholecystectomy.,oa_package/9c/40/PMC6812693.tar.gz,Cureus.; 11(8):e5459,PMC6812693,10/28/2019 22:56,CC BY
1534,31571757,Pediatric Thoracoabdominal Trauma: Experience from a Tertiary Care Center.,oa_package/8a/ed/PMC6752073.tar.gz,J Indian Assoc Pediatr Surg. 2019 Oct-Dec; 24(4):264-270,PMC6752073,10/2/2019 18:56,CC BY-NC-SA
1539,31450573,The Prognosis of Blunt Bowel and Mesenteric Injury-the Pitfall in the Contemporary Image Survey.,oa_package/d5/44/PMC6780049.tar.gz,J Clin Med. 2019 Aug 24; 8(9):1300,PMC6780049,10/30/2019 20:18,CC BY
1551,26139644,Role of exploratory laparoscopy in haemodynamically stable patient with a penetrating abdominal trauma.,oa_package/7d/68/PMC4488622.tar.gz,J Surg Case Rep. 2015 Jul 2; 2015(7):rjv066,PMC4488622,7/7/2015 20:09,CC BY-NC
1554,32257505,Kidney Salvage with Renal Artery Reconstruction after Blunt Traumatic Injury.,oa_package/ff/0f/PMC7102480.tar.gz,Case Rep Urol. 2020 Mar 15; 2020:6162158,PMC7102480,4/8/2020 20:35,CC BY
