KEYWORD A,KEYWORD B,COUNT
blunt trauma,bnp,0
blunt trauma,b lymphocytes,0
blunt trauma,(cd3),0
blunt trauma,(cd4),2
blunt trauma,(cd8),1
blunt trauma,complete blood counts,0
blunt trauma,c3 complement,0
blunt trauma,complement factor b,0
blunt trauma,computed tomogram,2
blunt trauma,c5a,0
blunt trauma,chip,0
blunt trauma,ck-mb,1
blunt trauma,clinical factors,3
blunt trauma,clinical variable,0
blunt trauma,creatinine,7
blunt trauma,creatine kinase,5
blunt trauma,c-reactive protein,1
blunt trauma,crp,0
blunt trauma,coagulation tests,7
blunt trauma,complement,1
blunt trauma,computed tomography,325
blunt trauma,computed tomographic scanning,2
blunt trauma,creatine kinase muscle and brain,0
blunt trauma,ctni,0
blunt trauma,ct scan,103
blunt trauma,cystatin c,0
blunt trauma,cystatin-c,0
blunt trauma,cxcl10,3
blunt trauma,cxcr3,1
blunt trauma,cadherin-5,0
blunt trauma,calcium,6
blunt trauma,caspase cleaved cytokeratin 18,0
blunt trauma,(cck18),0
blunt trauma,cdh5,0
blunt trauma,ceruloplasmin,0
blunt trauma,clinical parameters,6
blunt trauma,collagen iv,0
blunt trauma,cytokeratin 18,0
blunt trauma,d-dimer,2
blunt trauma,diagnosis,713
blunt trauma,diagnostic,493
blunt trauma,diagnostic modelling,0
blunt trauma,estimated glomerular filtration rate,0
blunt trauma,estrogen sulfotransferase,0
blunt trauma,egfr,0
blunt trauma,(est-1),0
blunt trauma,fabps,0
blunt trauma,fabp,1
blunt trauma,fatty acid binding protein,1
blunt trauma,fatty acid binding protein 1,0
blunt trauma,fdp,1
blunt trauma,fibrin degradation products,0
blunt trauma,fibrin/fibrinogen degradation products,0
blunt trauma,fibrinogen,8
blunt trauma,fibtem,1
blunt trauma,full blood cell count,0
blunt trauma,f- protein,0
blunt trauma,fabp1,0
blunt trauma,glucose,4
blunt trauma,glutathione s-transferases (gst),0
blunt trauma,gamma glutamyl transferase,1
blunt trauma,glasgow coma scale,64
blunt trauma,glutamate dehydrogenase,0
blunt trauma,gldh,0
blunt trauma,gstα,0
blunt trauma,gsta,0
blunt trauma,glutathione s-transferase alpha,0
blunt trauma,hemoglobin,17
blunt trauma,hematocrite,0
blunt trauma,hs-crp,0
blunt trauma,hscrp,0
blunt trauma,hyaluronic acid,0
blunt trauma,high mobility group box-1,0
blunt trauma,hmgb1,2
blunt trauma,howell–jolly bodies,0
blunt trauma,human leucocyte antigen,0
blunt trauma,heart rate,15
blunt trauma,helper t cells,0
blunt trauma,(hla)-dr,0
blunt trauma,hppd,0
blunt trauma,i-fabp,1
blunt trauma,il-6,13
blunt trauma,il-8,5
blunt trauma,il-10,6
blunt trauma,il-18,0
blunt trauma,imaging,524
blunt trauma,independent predictors,18
blunt trauma,injury severity score,278
blunt trauma,intestinal-fabp,0
blunt trauma,iss,134
blunt trauma,immunoglobulins,0
blunt trauma,iga,0
blunt trauma,igm,1
blunt trauma,igg,0
blunt trauma,ip-10,3
blunt trauma,jolly bodies,0
blunt trauma,kidney injury molecule-1,0
blunt trauma,(kim-1),0
blunt trauma,k18,0
blunt trauma,lect2,0
blunt trauma,leucocyte cell-derived chemotaxin-2,0
blunt trauma,lymphocytes,5
blunt trauma,laboratory parameters,3
blunt trauma,laboratory tests,7
blunt trauma,lactate,15
blunt trauma,lactate dehydrogenase,1
blunt trauma,(ldh),2
blunt trauma,l-fabp,0
blunt trauma,lipocalin,0
blunt trauma,liver enzyme tests,0
blunt trauma,liver-fabp,0
blunt trauma,lipase,5
blunt trauma,marker,16
blunt trauma,molecular biomarker,0
blunt trauma,molecular markers,0
blunt trauma,myoglobin,0
blunt trauma,myeloperoxidase,2
blunt trauma,malate dehydrogenase,0
blunt trauma,(mcsfr),0
blunt trauma,macrophage colony stimulating factor receptor,0
blunt trauma,(mdh),0
blunt trauma,microrna-122,0
blunt trauma,mir-122,0
blunt trauma,mirnas,1
blunt trauma,mir-216a,0
blunt trauma,mir-216b,0
blunt trauma,mir-217,0
blunt trauma,micrornas,1
blunt trauma,mean arterial bp,0
blunt trauma,(mods),7
blunt trauma,multiple organ dysfunction score,2
blunt trauma,neutrophil gelatinase-associated lipocalin,0
blunt trauma,neutrophils,11
blunt trauma,n-acetyl-β-d-glucosaminidase,0
blunt trauma,nuclear fragments in circulating erythrocytes,0
blunt trauma,ngal,0
blunt trauma,n-gal,0
blunt trauma,niss,8
blunt trauma,(no),0
blunt trauma,nitric oxide,3
blunt trauma,novel markers,0
blunt trauma,n-terminal pro-b-type natriuretic peptide,0
blunt trauma,(nt-probnp),0
blunt trauma,odd ratio,0
blunt trauma,opn,0
blunt trauma,osteopontin,0
blunt trauma,polymorphonuclear elastase,0
blunt trauma,pon1,0
blunt trauma,paraoxonase 1 normalized to prothrombin protein,0
blunt trauma,platelet count,6
blunt trauma,polymorpho-nuclear neutrophil elastase,0
blunt trauma,(pmn),2
blunt trauma,(pao2),4
blunt trauma,platelets,10
blunt trauma,potassium,1
blunt trauma,parameters,54
blunt trauma,paraxonase 1,0
blunt trauma,pon1,0
blunt trauma,purine nucleoside phosphorylase,0
blunt trauma,pnp,0
blunt trauma,pathogenic,6
blunt trauma,pathologic,15
blunt trauma,phosphate,3
blunt trauma,physiologic,22
blunt trauma,platelets and ph-value,0
blunt trauma,point of care,14
blunt trauma,procalcitonin,0
blunt trauma,(pct),1
blunt trauma,prothrombin time,6
blunt trauma,properdin,0
blunt trauma,protein c,1
blunt trauma,(paco2),0
blunt trauma,(paf),0
blunt trauma,platelet-activating factor,1
blunt trauma,plasminogen activator inhibitor,1
blunt trauma,(pai),1
blunt trauma,(pao2),4
blunt trauma,(paco2),0
blunt trauma,platelet-activating factor,1
blunt trauma,(paf),0
blunt trauma,(pai),1
blunt trauma,plasminogen activator inhibitor,1
blunt trauma,pao2,4
blunt trauma,revised trauma score,29
blunt trauma,risk factors,106
blunt trauma,(roc),31
blunt trauma,receiver operating characteristic curves,5
blunt trauma,respiration rate,0
blunt trauma,red cell count,0
blunt trauma,sdh,1
blunt trauma,sorbitol dehydrogenase,0
blunt trauma,sodium,3
blunt trauma,suppressor t-cells,0
blunt trauma,(scr),1
blunt trauma,screening methods,0
blunt trauma,sequential organ failure assessment,3
blunt trauma,sofa,3
blunt trauma,trauma scoring systems,2
blunt trauma,test,84
blunt trauma,testing,18
blunt trauma,(tff3),0
blunt trauma,trefoil factor 3,0
blunt trauma,triss,32
blunt trauma,troponin,3
blunt trauma,temperature,16
blunt trauma,trypsinogen-2,0
blunt trauma,trypsin-2-a1antitrypsin complex,0
blunt trauma,trypsin-2-aat,0
blunt trauma,total and segmented leukocytes,0
blunt trauma,total t lymphocytes,0
blunt trauma,(ttl),1
blunt trauma,tuftsin,0
blunt trauma,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
blunt trauma,urea,0
blunt trauma,ultrasound,84
blunt trauma,white blood cell count,4
blunt trauma,(wbc),5
blunt trauma,valproic acid,0
blunt trauma,(vpa),0
blunt trauma,vascular endothelial growth factor,2
blunt trauma,(vegf),2
blunt trauma,venous thromboembolism,6
blunt trauma,(vte),4
blunt bowel injury,α-fetoprotein,0
blunt bowel injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
blunt bowel injury,5’ nucleotidase,0
blunt bowel injury,alpha-glutathiones-transferase,0
blunt bowel injury,alpha fetoprotein,0
blunt bowel injury,(afp),0
blunt bowel injury,arginase-1,0
blunt bowel injury,arginase 1,0
blunt bowel injury,(arg1),0
blunt bowel injury,argininosuccinate synthetase,0
blunt bowel injury,(ass),0
blunt bowel injury,abbreviated injury scale,0
blunt bowel injury,albumin,0
blunt bowel injury,amylase,0
blunt bowel injury,alt: alanine aminotransferase,0
blunt bowel injury,alp: alkaline phosphatase,0
blunt bowel injury,ast: aspartate aminotransferase,0
blunt bowel injury,apache ii,0
blunt bowel injury,area under the receiver operating characteristic curve,0
blunt bowel injury,arterial pressure,0
blunt bowel injury,arterial partial pressure of carbon dioxide,0
blunt bowel injury,arterial partial pressure of oxygen,0
blunt bowel injury,aurocs,0
blunt bowel injury,auc,0
blunt bowel injury,active t lymphocytes,0
blunt bowel injury,(atl),0
blunt bowel injury,amylase,0
blunt bowel injury,amyloid a,0
blunt bowel injury,arterial ph,0
blunt bowel injury,bilirubin,0
blunt bowel injury,biochemical,0
blunt bowel injury,biochemical marker,0
blunt bowel injury,biochemical panel,0
blunt bowel injury,biomarkers,0
blunt bowel injury,biomarker panel,0
blunt bowel injury,biochemical parameters,0
blunt bowel injury,blood urine nitrogen,0
blunt bowel injury,blood pressure,0
blunt bowel injury,bun,0
blunt bowel injury,bnp,0
blunt bowel injury,b lymphocytes,0
blunt bowel injury,(cd3),0
blunt bowel injury,(cd4),0
blunt bowel injury,(cd8),0
blunt bowel injury,complete blood counts,0
blunt bowel injury,c3 complement,0
blunt bowel injury,complement factor b,0
blunt bowel injury,computed tomogram,0
blunt bowel injury,c5a,0
blunt bowel injury,chip,0
blunt bowel injury,ck-mb,0
blunt bowel injury,clinical factors,0
blunt bowel injury,clinical variable,0
blunt bowel injury,creatinine,0
blunt bowel injury,creatine kinase,0
blunt bowel injury,c-reactive protein,0
blunt bowel injury,crp,0
blunt bowel injury,coagulation tests,0
blunt bowel injury,complement,0
blunt bowel injury,computed tomography,2
blunt bowel injury,computed tomographic scanning,0
blunt bowel injury,creatine kinase muscle and brain,0
blunt bowel injury,ctni,0
blunt bowel injury,ct scan,0
blunt bowel injury,cystatin c,0
blunt bowel injury,cystatin-c,0
blunt bowel injury,cxcl10,0
blunt bowel injury,cxcr3,0
blunt bowel injury,cadherin-5,0
blunt bowel injury,calcium,0
blunt bowel injury,caspase cleaved cytokeratin 18,0
blunt bowel injury,(cck18),0
blunt bowel injury,cdh5,0
blunt bowel injury,ceruloplasmin,0
blunt bowel injury,clinical parameters,0
blunt bowel injury,collagen iv,0
blunt bowel injury,cytokeratin 18,0
blunt bowel injury,d-dimer,0
blunt bowel injury,diagnosis,1
blunt bowel injury,diagnostic,0
blunt bowel injury,diagnostic modelling,0
blunt bowel injury,estimated glomerular filtration rate,0
blunt bowel injury,estrogen sulfotransferase,0
blunt bowel injury,egfr,0
blunt bowel injury,(est-1),0
blunt bowel injury,fabps,0
blunt bowel injury,fabp,0
blunt bowel injury,fatty acid binding protein,0
blunt bowel injury,fatty acid binding protein 1,0
blunt bowel injury,fdp,0
blunt bowel injury,fibrin degradation products,0
blunt bowel injury,fibrin/fibrinogen degradation products,0
blunt bowel injury,fibrinogen,0
blunt bowel injury,fibtem,0
blunt bowel injury,full blood cell count,0
blunt bowel injury,f- protein,0
blunt bowel injury,fabp1,0
blunt bowel injury,glucose,0
blunt bowel injury,glutathione s-transferases (gst),0
blunt bowel injury,gamma glutamyl transferase,0
blunt bowel injury,glasgow coma scale,0
blunt bowel injury,glutamate dehydrogenase,0
blunt bowel injury,gldh,0
blunt bowel injury,gstα,0
blunt bowel injury,gsta,0
blunt bowel injury,glutathione s-transferase alpha,0
blunt bowel injury,hemoglobin,0
blunt bowel injury,hematocrite,0
blunt bowel injury,hs-crp,0
blunt bowel injury,hscrp,0
blunt bowel injury,hyaluronic acid,0
blunt bowel injury,high mobility group box-1,0
blunt bowel injury,hmgb1,0
blunt bowel injury,howell–jolly bodies,0
blunt bowel injury,human leucocyte antigen,0
blunt bowel injury,heart rate,0
blunt bowel injury,helper t cells,0
blunt bowel injury,(hla)-dr,0
blunt bowel injury,hppd,0
blunt bowel injury,i-fabp,0
blunt bowel injury,il-6,0
blunt bowel injury,il-8,0
blunt bowel injury,il-10,0
blunt bowel injury,il-18,0
blunt bowel injury,imaging,1
blunt bowel injury,independent predictors,0
blunt bowel injury,injury severity score,0
blunt bowel injury,intestinal-fabp,0
blunt bowel injury,iss,0
blunt bowel injury,immunoglobulins,0
blunt bowel injury,iga,0
blunt bowel injury,igm,0
blunt bowel injury,igg,0
blunt bowel injury,ip-10,0
blunt bowel injury,jolly bodies,0
blunt bowel injury,kidney injury molecule-1,0
blunt bowel injury,(kim-1),0
blunt bowel injury,k18,0
blunt bowel injury,lect2,0
blunt bowel injury,leucocyte cell-derived chemotaxin-2,0
blunt bowel injury,lymphocytes,0
blunt bowel injury,laboratory parameters,0
blunt bowel injury,laboratory tests,0
blunt bowel injury,lactate,0
blunt bowel injury,lactate dehydrogenase,0
blunt bowel injury,(ldh),0
blunt bowel injury,l-fabp,0
blunt bowel injury,lipocalin,0
blunt bowel injury,liver enzyme tests,0
blunt bowel injury,liver-fabp,0
blunt bowel injury,lipase,0
blunt bowel injury,marker,0
blunt bowel injury,molecular biomarker,0
blunt bowel injury,molecular markers,0
blunt bowel injury,myoglobin,0
blunt bowel injury,myeloperoxidase,0
blunt bowel injury,malate dehydrogenase,0
blunt bowel injury,(mcsfr),0
blunt bowel injury,macrophage colony stimulating factor receptor,0
blunt bowel injury,(mdh),0
blunt bowel injury,microrna-122,0
blunt bowel injury,mir-122,0
blunt bowel injury,mirnas,0
blunt bowel injury,mir-216a,0
blunt bowel injury,mir-216b,0
blunt bowel injury,mir-217,0
blunt bowel injury,micrornas,0
blunt bowel injury,mean arterial bp,0
blunt bowel injury,(mods),0
blunt bowel injury,multiple organ dysfunction score,0
blunt bowel injury,neutrophil gelatinase-associated lipocalin,0
blunt bowel injury,neutrophils,0
blunt bowel injury,n-acetyl-β-d-glucosaminidase,0
blunt bowel injury,nuclear fragments in circulating erythrocytes,0
blunt bowel injury,ngal,0
blunt bowel injury,n-gal,0
blunt bowel injury,niss,0
blunt bowel injury,(no),0
blunt bowel injury,nitric oxide,0
blunt bowel injury,novel markers,0
blunt bowel injury,n-terminal pro-b-type natriuretic peptide,0
blunt bowel injury,(nt-probnp),0
blunt bowel injury,odd ratio,0
blunt bowel injury,opn,0
blunt bowel injury,osteopontin,0
blunt bowel injury,polymorphonuclear elastase,0
blunt bowel injury,pon1,0
blunt bowel injury,paraoxonase 1 normalized to prothrombin protein,0
blunt bowel injury,platelet count,0
blunt bowel injury,polymorpho-nuclear neutrophil elastase,0
blunt bowel injury,(pmn),0
blunt bowel injury,(pao2),0
blunt bowel injury,platelets,0
blunt bowel injury,potassium,0
blunt bowel injury,parameters,0
blunt bowel injury,paraxonase 1,0
blunt bowel injury,pon1,0
blunt bowel injury,purine nucleoside phosphorylase,0
blunt bowel injury,pnp,0
blunt bowel injury,pathogenic,0
blunt bowel injury,pathologic,0
blunt bowel injury,phosphate,0
blunt bowel injury,physiologic,0
blunt bowel injury,platelets and ph-value,0
blunt bowel injury,point of care,0
blunt bowel injury,procalcitonin,0
blunt bowel injury,(pct),0
blunt bowel injury,prothrombin time,0
blunt bowel injury,properdin,0
blunt bowel injury,protein c,0
blunt bowel injury,(paco2),0
blunt bowel injury,(paf),0
blunt bowel injury,platelet-activating factor,0
blunt bowel injury,plasminogen activator inhibitor,0
blunt bowel injury,(pai),0
blunt bowel injury,(pao2),0
blunt bowel injury,(paco2),0
blunt bowel injury,platelet-activating factor,0
blunt bowel injury,(paf),0
blunt bowel injury,(pai),0
blunt bowel injury,plasminogen activator inhibitor,0
blunt bowel injury,pao2,0
blunt bowel injury,revised trauma score,0
blunt bowel injury,risk factors,0
blunt bowel injury,(roc),0
blunt bowel injury,receiver operating characteristic curves,0
blunt bowel injury,respiration rate,0
blunt bowel injury,red cell count,0
blunt bowel injury,sdh,0
blunt bowel injury,sorbitol dehydrogenase,0
blunt bowel injury,sodium,0
blunt bowel injury,suppressor t-cells,0
blunt bowel injury,(scr),0
blunt bowel injury,screening methods,0
